Order ID,Customer ID,Product ID,Date,Original Price,Discount%
OD0552,C037,P0462,04-02-2021,654,0.5
OD0553,C038,P0462,25-10-2021,654,0.5
OD0554,C039,P0462,05-07-2022,356,0.5
OD0555,C040,P0463,31-03-2021,686,0.5
OD0556,C041,P0464,22-11-2022,456,0.3
OD0557,C042,P0465,02-07-2022,516,0.32
OD0558,C043,P0466,03-07-2022,355,0.25
OD0559,C044,P0467,22-11-2022,465,0.45
OD0560,C045,P0468,24-10-2022,965,0.15
OD0561,C046,P0469,07-02-2021,1158,0.33
OD0562,C047,P0470,18-01-2021,264,0.42
OD0563,C048,P0471,18-03-2023,433,0.42
OD0564,C049,P0472,02-11-2022,562,0.39
OD0565,C050,P0473,13-02-2023,423,0.39
OD0566,C051,P0474,31-01-2023,621,0.39
OD0567,C052,P0475,17-11-2021,333,0.39
OD0568,C053,P0476,07-07-2022,236,0.3
OD0569,C054,P0477,12-06-2021,456,0.3
OD0570,C055,P0478,03-06-2021,963,0.3
OD0571,C056,P0479,05-04-2021,234,0.25
OD0572,C057,P0480,05-07-2022,456,0.25
OD0573,C058,P0480,18-12-2022,564,0.3
OD0574,C059,P0480,28-10-2021,634,0.3
OD0575,C060,P0480,30-01-2023,236,0.3
OD0576,C061,P0480,13-01-2022,444,0.4
OD0577,C062,P0481,15-03-2022,456,0.4
OD0578,C063,P0482,14-06-2021,963,0.4
OD0579,C064,P0483,15-05-2022,456,0.4
OD0580,C065,P0484,25-09-2021,1189,0.4
OD0581,C066,P0485,01-03-2022,1298,0.4
OD0582,C067,P0486,14-03-2021,1456,0.45
OD0583,C068,P0487,18-03-2022,1478,0.45
OD0584,C069,P0488,07-10-2021,256,0.45
OD0585,C070,P0489,15-05-2022,2698,0.47
OD0586,C071,P0490,11-08-2021,2364,0.47
OD0587,C072,P0491,03-07-2022,1236,0.46
OD0588,C073,P0492,09-11-2021,756,0.46
OD0589,C074,P0493,18-02-2021,326,0.46
OD0590,C075,P0494,25-02-2022,453,0.3
OD0591,C076,P0495,02-02-2023,326,0.3
OD0592,C077,P0496,04-08-2022,456,0.3
OD0593,C078,P0497,10-05-2021,456,0.3
OD0594,C079,P0497,26-11-2022,456,0.3
OD0595,C080,P0497,10-02-2022,456,0.35
OD0596,C081,P0497,16-06-2022,236,0.35
OD0597,C082,P0497,23-03-2023,996,0.35
OD0598,C083,P0497,08-12-2022,654,0.35
OD0599,C084,P0497,08-12-2022,456,0.35
OD0600,C085,P0498,10-10-2021,785,0.35
OD0601,C086,P0499,16-10-2021,365,0.4
OD0602,C087,P0500,06-10-2021,965,0.4
OD0603,C088,P0501,06-07-2021,444,0.15
OD0604,C089,P0502,28-03-2022,569,0.15
OD0605,C090,P0503,10-04-2022,475,0.15
OD0606,C091,P0504,04-03-2021,598,0.35
OD0607,C092,P0505,16-06-2021,536,0.35
OD0608,C093,P0506,11-09-2022,256,0.35
OD0609,C094,P0507,25-06-2022,456,0.35
OD0610,C095,P0508,21-10-2021,456,0.55
OD0611,C096,P0509,18-07-2021,745,0.55
OD0612,C097,P0510,21-07-2021,356,0.55
OD0613,C098,P0511,07-04-2022,1189,0.55
OD0614,C099,P0512,16-11-2022,426,0.5
OD0615,C100,P0513,13-09-2022,1126,0.5
OD0616,C001,P0514,01-12-2021,1145,0.5
OD0617,C002,P0515,01-01-2021,1235,0.5
OD0618,C003,P0516,26-04-2022,1564,0.5
OD0619,C004,P0517,24-06-2021,654,0.3
OD0620,C005,P0518,03-04-2021,854,0.32
OD0621,C006,P0519,12-11-2021,475,0.25
OD0622,C007,P0520,16-05-2021,475,0.45
OD0623,C008,P0521,02-03-2023,475,0.15
OD0624,C009,P0522,09-07-2022,475,0.33
OD0625,C010,P0523,04-03-2022,475,0.42
OD0626,C011,P0523,01-01-2021,475,0.42
OD0627,C012,P0523,09-02-2022,475,0.39
OD0628,C013,P0523,22-03-2021,475,0.39
OD0629,C014,P0523,27-02-2021,564,0.39
OD0630,C015,P0524,26-08-2022,478,0.39
OD0631,C016,P0525,06-06-2021,1264,0.3
OD0632,C017,P0526,15-03-2022,458,0.3
OD0633,C018,P0527,05-02-2023,899,0.3
OD0634,C019,P0528,18-03-2021,859,0.3
OD0635,C020,P0529,09-12-2022,758,0.3
OD0636,C021,P0530,03-10-2022,2354,0.3
OD0637,C022,P0531,08-06-2021,2344,0.3
OD0638,C023,P0532,21-04-2021,2453,0.3
OD0639,C024,P0533,07-02-2022,2154,0.3
OD0640,C025,P0534,20-12-2021,896,0.3
OD0641,C026,P0535,23-03-2023,756,0.3
OD0642,C027,P0536,04-08-2021,236,0.3
OD0643,C028,P0537,02-02-2021,475,0.3
OD0644,C029,P0538,18-02-2023,589,0.3
OD0645,C030,P0539,06-04-2021,365,0.3
OD0646,C031,P0540,21-06-2021,1233,0.3
OD0647,C032,P0541,02-07-2021,1233,0.3
OD0648,C033,P0542,18-08-2021,1233,0.3
OD0649,C034,P0543,12-01-2023,1233,0.3
OD0650,C035,P0544,13-09-2021,1233,0.3
OD0651,C036,P0545,13-02-2023,1233,0.3
OD0652,C037,P0546,20-10-2022,456,0.3
OD0653,C038,P0547,17-12-2022,456,0.3
OD0654,C039,P0548,09-01-2022,456,0.3
OD0655,C040,P0549,27-08-2021,456,0.3
OD0656,C041,P0550,08-05-2021,786,0.3
OD0657,C042,P0551,03-06-2022,786,0.3
OD0658,C043,P0552,08-06-2022,786,0.3
OD0659,C044,P0553,19-01-2021,786,0.3
OD0660,C045,P0554,28-04-2022,786,0.3
OD0661,C046,P0555,13-12-2021,786,0.3
OD0662,C047,P0556,25-02-2021,569,0.3
OD0663,C048,P0557,08-02-2021,569,0.3
OD0664,C049,P0557,19-01-2021,569,0.3
OD0665,C050,P0557,29-04-2022,569,0.3
OD0666,C051,P0557,04-03-2023,569,0.3
OD0667,C052,P0557,04-08-2021,569,0.3
OD0668,C053,P0557,06-03-2023,569,0.3
OD0669,C054,P0557,08-04-2022,569,0.3
OD0670,C055,P0558,09-05-2021,349,0.3
OD0671,C056,P0559,26-10-2022,350,0.3
OD0672,C057,P0560,17-10-2022,351,0.3
OD0673,C058,P0561,26-10-2021,352,0.3
OD0674,C059,P0562,09-07-2021,353,0.3
OD0675,C060,P0563,11-12-2022,354,0.3
OD0676,C061,P0564,03-12-2021,355,0.3
OD0677,C062,P0565,16-03-2022,356,0.3
OD0678,C063,P0566,15-03-2023,999,0.3
OD0679,C064,P0567,23-08-2021,555,0.3
OD0680,C065,P0568,30-09-2021,555,0.3
OD0681,C066,P0569,29-08-2021,555,0.3
OD0682,C067,P0570,07-03-2023,555,0.3
OD0683,C068,P0571,03-06-2022,1025,0.3
OD0684,C069,P0572,28-09-2022,1025,0.3
OD0685,C070,P0573,17-08-2021,1025,0.3
OD0686,C071,P0574,04-12-2021,555,0.3
OD0687,C072,P0575,28-02-2021,599,0.3
OD0688,C073,P0576,24-05-2022,555,0.3
OD0689,C074,P0577,06-03-2023,555,0.3
OD0690,C075,P0578,03-09-2022,565,0.3
OD0691,C076,P0579,06-09-2021,555,0.3
OD0692,C077,P0580,18-02-2022,999,0.3
OD0693,C078,P0581,20-03-2022,999,0.3
OD0694,C079,P0581,26-11-2021,999,0.3
OD0695,C080,P0581,31-12-2021,999,0.3
OD0696,C081,P0581,02-03-2023,1119,0.3
OD0697,C082,P0581,15-07-2022,1119,0.3
OD0698,C083,P0582,03-03-2023,1119,0.3
OD0699,C084,P0583,20-02-2023,1119,0.3
OD0700,C085,P0584,24-05-2021,985,0.3
OD0701,C086,P0585,27-12-2021,985,0.3
OD0702,C087,P0586,02-07-2021,985,0.3
OD0703,C088,P0587,28-03-2023,985,0.3
OD0704,C089,P0588,25-05-2021,985,0.3
OD0705,C090,P0589,26-03-2023,369,0.3
OD0706,C091,P0590,08-02-2023,399,0.3
OD0707,C092,P0591,24-07-2021,399,0.3
OD0708,C093,P0592,23-09-2021,399,0.3
OD0709,C094,P0593,25-07-2022,399,0.3
OD0710,C095,P0594,13-05-2022,555,0.3
OD0711,C096,P0595,16-02-2023,555,0.3
OD0712,C097,P0596,22-03-2021,555,0.3
OD0713,C098,P0596,18-03-2021,555,0.3
OD0714,C099,P0596,04-01-2021,675,0.3
OD0715,C100,P0596,19-01-2021,675,0.3
OD0716,C001,P0596,31-03-2022,675,0.3
OD0717,C002,P0597,07-03-2023,654,0.3
OD0718,C003,P0598,07-08-2022,654,0.3
OD0719,C004,P0599,22-09-2021,654,0.3
OD0720,C005,P0600,30-01-2023,654,0.3
OD0721,C006,P0601,14-01-2023,356,0.3
OD0722,C007,P0602,11-05-2022,686,0.3
OD0723,C008,P0603,05-10-2021,456,0.3
OD0724,C009,P0604,25-12-2021,516,0.3
OD0725,C010,P0605,23-01-2023,355,0.3
OD0726,C011,P0606,23-01-2022,465,0.3
OD0727,C012,P0607,14-03-2022,965,0.3
OD0728,C013,P0608,08-02-2022,1158,0.3
OD0729,C014,P0609,22-09-2021,264,0.3
OD0730,C015,P0610,23-12-2021,433,0.3
OD0731,C016,P0611,08-12-2022,562,0.3
OD0732,C017,P0612,12-08-2022,423,0.3
OD0733,C018,P0613,27-08-2022,621,0.3
OD0734,C019,P0614,13-07-2021,333,0.3
OD0735,C020,P0615,27-06-2021,236,0.3
OD0736,C021,P0616,01-04-2022,456,0.3
OD0737,C022,P0617,14-04-2021,963,0.3
OD0738,C023,P0618,02-02-2023,234,0.3
OD0739,C024,P0619,16-08-2021,456,0.3
OD0740,C025,P0620,22-10-2021,564,0.3
OD0741,C026,P0621,21-03-2023,634,0.3
OD0742,C027,P0622,20-02-2021,236,0.3
OD0743,C028,P0623,31-10-2022,444,0.3
OD0744,C029,P0624,25-04-2022,456,0.3
OD0745,C030,P0625,05-12-2021,963,0.3
OD0746,C031,P0626,03-06-2022,456,0.3
OD0747,C032,P0627,14-10-2021,1189,0.3
OD0748,C033,P0628,18-12-2022,1298,0.3
OD0749,C034,P0628,12-08-2021,1456,0.3
OD0750,C035,P0628,14-01-2023,1478,0.3
OD0751,C036,P0628,11-10-2021,256,0.3
OD0752,C037,P0629,20-11-2022,2698,0.3
OD0753,C038,P0630,17-01-2023,2364,0.3
OD0754,C039,P0631,05-01-2023,1236,0.3
OD0755,C040,P0632,12-10-2021,756,0.3
OD0756,C041,P0633,04-03-2021,326,0.3
OD0757,C042,P0634,28-07-2022,453,0.3
OD0758,C043,P0635,22-12-2021,326,0.3
OD0759,C044,P0636,25-07-2022,456,0.3
OD0760,C045,P0637,11-03-2021,675,0.3
OD0761,C046,P0638,26-09-2022,654,0.3
OD0762,C047,P0639,04-07-2021,654,0.3
OD0763,C048,P0640,21-08-2021,654,0.3
OD0764,C049,P0641,07-04-2022,654,0.3
OD0765,C050,P0642,20-11-2021,356,0.3
OD0766,C051,P0643,12-08-2022,686,0.3
OD0767,C052,P0643,14-02-2022,456,0.3
OD0768,C053,P0643,25-03-2021,516,0.3
OD0769,C054,P0643,17-04-2021,355,0.3
OD0770,C055,P0643,07-05-2021,465,0.3
OD0771,C056,P0644,27-10-2022,965,0.3
OD0772,C057,P0645,24-03-2021,1158,0.3
OD0773,C058,P0646,07-05-2022,264,0.3
OD0774,C059,P0647,21-01-2023,433,0.3
OD0775,C060,P0648,07-06-2022,562,0.3
OD0776,C061,P0649,30-01-2021,423,0.3
OD0777,C062,P0650,25-12-2021,621,0.3
OD0778,C063,P0651,02-03-2023,333,0.3
OD0779,C064,P0652,27-03-2023,236,0.3
OD0780,C065,P0653,21-08-2022,456,0.3
OD0781,C066,P0654,12-03-2022,963,0.3
OD0782,C067,P0655,18-02-2021,234,0.3
OD0783,C068,P0656,03-04-2021,456,0.3
OD0784,C069,P0657,12-10-2021,564,0.3
OD0785,C070,P0658,10-09-2021,634,0.3
OD0786,C071,P0659,14-03-2023,236,0.3
OD0787,C072,P0660,24-08-2021,444,0.3
OD0788,C073,P0661,11-04-2022,456,0.3
OD0789,C074,P0662,17-12-2021,963,0.3
OD0790,C075,P0663,23-12-2021,456,0.3
OD0791,C076,P0664,16-02-2023,1189,0.3
OD0792,C077,P0665,16-05-2022,1298,0.3
OD0793,C078,P0666,15-12-2022,1456,0.3
OD0794,C079,P0667,01-09-2021,1478,0.3
OD0795,C080,P0668,08-10-2021,256,0.3
OD0796,C081,P0669,19-10-2021,2698,0.3
OD0797,C082,P0670,06-05-2022,2364,0.3
OD0798,C083,P0671,14-12-2022,1236,0.3
OD0799,C084,P0672,30-11-2021,756,0.3
OD0800,C085,P0673,10-03-2021,326,0.3
OD0801,C086,P0674,04-03-2021,453,0.3
OD0802,C087,P0675,26-12-2021,326,0.3
OD0803,C088,P0676,06-01-2022,456,0.3
OD0804,C089,P0677,29-10-2021,675,0.3
OD0805,C090,P0678,04-10-2021,654,0.3
OD0806,C091,P0679,09-02-2023,654,0.3
OD0807,C092,P0680,14-08-2022,654,0.3
OD0808,C093,P0681,24-06-2021,654,0.3
OD0809,C094,P0682,02-10-2021,356,0.3
OD0810,C095,P0683,17-12-2022,686,0.3
OD0811,C096,P0684,01-02-2022,456,0.3
OD0812,C097,P0685,30-03-2023,516,0.3
OD0813,C098,P0686,25-11-2021,355,0.3
OD0814,C099,P0686,11-11-2021,465,0.3
OD0815,C100,P0686,10-10-2022,965,0.3
OD0816,C001,P0686,11-08-2021,1158,0.3
OD0817,C002,P0686,23-04-2021,264,0.3
OD0818,C003,P0686,24-01-2021,433,0.3
OD0819,C004,P0687,26-12-2022,562,0.3
OD0820,C005,P0688,04-06-2021,423,0.3
OD0821,C006,P0689,10-09-2021,621,0.3
OD0822,C007,P0690,03-09-2022,333,0.3
OD0823,C008,P0691,18-04-2022,236,0.3
OD0824,C009,P0692,01-02-2023,456,0.3
OD0825,C010,P0693,21-11-2021,963,0.3
OD0826,C011,P0694,21-03-2023,234,0.3
OD0827,C012,P0695,02-01-2022,456,0.3
OD0828,C013,P0696,30-09-2021,564,0.3
OD0829,C014,P0697,01-05-2022,634,0.3
OD0830,C015,P0698,08-11-2022,236,0.3
OD0831,C016,P0699,11-06-2022,444,0.3
OD0832,C017,P0700,20-04-2021,456,0.3
OD0833,C018,P0701,07-06-2022,963,0.3
OD0834,C019,P0702,20-09-2022,456,0.3
OD0835,C020,P0703,07-03-2023,1189,0.3
OD0836,C021,P0704,08-02-2023,1298,0.3
OD0837,C022,P0705,23-06-2021,1456,0.3
OD0838,C023,P0706,18-09-2021,1478,0.3
OD0839,C024,P0707,07-08-2021,256,0.3
OD0840,C025,P0708,13-07-2021,2698,0.3
OD0841,C026,P0709,18-10-2021,2364,0.3
OD0842,C027,P0710,29-12-2021,1236,0.3
OD0843,C028,P0711,24-12-2021,756,0.3
OD0844,C029,P0712,07-10-2022,326,0.3
OD0845,C030,P0713,26-04-2022,453,0.3
OD0846,C031,P0714,10-06-2021,326,0.3
OD0847,C032,P0715,20-03-2022,456,0.3
OD0848,C033,P0716,27-03-2022,456,0.3
OD0849,C034,P0717,31-10-2021,456,0.3
OD0850,C035,P0718,07-11-2021,456,0.3
OD0851,C036,P0719,24-12-2021,236,0.3
OD0852,C037,P0720,08-07-2021,996,0.3
OD0853,C038,P0721,01-04-2021,654,0.3
OD0854,C039,P0722,01-08-2021,456,0.3
OD0855,C040,P0722,22-01-2023,785,0.3
OD0856,C041,P0722,08-11-2021,365,0.25
OD0857,C042,P0722,19-05-2021,965,0.25
OD0858,C043,P0722,09-11-2021,444,0.3
OD0859,C044,P0723,01-06-2021,569,0.3
OD0860,C045,P0724,21-07-2022,475,0.3
OD0861,C046,P0725,22-09-2021,598,0.4
OD0862,C047,P0726,20-07-2021,536,0.4
OD0863,C048,P0727,05-10-2022,256,0.4
OD0864,C049,P0728,03-03-2021,456,0.4
OD0865,C050,P0729,22-08-2022,456,0.4
OD0866,C051,P0730,14-12-2022,745,0.4
OD0867,C052,P0731,19-02-2021,356,0.45
OD0868,C053,P0732,30-03-2023,1189,0.45
OD0869,C054,P0733,14-04-2021,426,0.45
OD0870,C055,P0734,02-04-2022,1126,0.47
OD0871,C056,P0735,13-11-2022,1145,0.47
OD0872,C057,P0736,13-09-2021,1235,0.46
OD0873,C058,P0737,26-01-2022,1564,0.46
OD0874,C059,P0738,02-04-2021,654,0.46
OD0875,C060,P0739,10-02-2022,854,0.3
OD0876,C061,P0740,01-01-2023,475,0.3
OD0877,C062,P0741,05-07-2021,349,0.3
OD0878,C063,P0742,26-01-2023,350,0.3
OD0879,C064,P0743,29-08-2022,351,0.3
OD0880,C065,P0744,10-02-2023,352,0.35
OD0881,C066,P0745,28-02-2022,353,0.35
OD0882,C067,P0746,03-11-2022,354,0.35
OD0883,C068,P0747,25-05-2021,355,0.35
OD0884,C069,P0748,27-04-2022,356,0.35
OD0885,C070,P0749,17-01-2022,999,0.35
OD0886,C071,P0750,29-05-2022,555,0.4
OD0887,C072,P0751,29-07-2021,555,0.4
OD0888,C073,P0752,15-01-2022,555,0.15
OD0889,C074,P0753,19-04-2021,555,0.15
OD0890,C075,P0754,09-01-2022,1025,0.15
OD0891,C076,P0754,28-02-2023,1025,0.35
OD0892,C077,P0754,27-10-2022,1025,0.35
OD0893,C078,P0754,24-03-2023,555,0.35
OD0894,C079,P0754,13-06-2021,599,0.35
OD0895,C080,P0754,16-11-2021,555,0.55
OD0896,C081,P0754,14-03-2022,555,0.55
OD0897,C082,P0754,06-04-2022,565,0.55
OD0898,C083,P0755,09-08-2022,555,0.55
OD0899,C084,P0756,24-12-2022,999,0.5
OD0900,C085,P0757,07-08-2021,999,0.5
OD0901,C086,P0758,19-02-2022,999,0.5
OD0902,C087,P0759,15-10-2022,999,0.5
OD0903,C088,P0760,18-12-2021,1119,0.5
OD0904,C089,P0761,18-01-2022,1119,0.3
OD0905,C090,P0762,23-12-2021,1119,0.32
OD0906,C091,P0763,04-07-2022,1119,0.25
OD0907,C092,P0764,29-12-2021,2234,0.45
OD0908,C093,P0765,01-07-2021,2345,0.15
OD0909,C094,P0766,07-08-2022,2245,0.33
OD0910,C095,P0767,28-05-2021,2145,0.42
OD0911,C096,P0768,07-01-2022,2354,0.42
OD0912,C097,P0769,19-01-2023,2214,0.39
OD0913,C098,P0770,29-05-2021,2145,0.39
OD0914,C099,P0771,25-08-2022,2235,0.39
OD0915,C100,P0772,28-07-2022,2354,0.39
OD0916,C001,P0773,01-11-2022,2345,0.3
OD0917,C002,P0774,23-04-2021,2214,0.3
OD0918,C003,P0775,05-05-2021,2145,0.3
OD0919,C004,P0776,23-05-2022,2365,0.25
OD0920,C005,P0777,20-01-2023,2541,0.25
OD0921,C006,P0778,26-01-2022,2145,0.3
OD0922,C007,P0779,29-10-2021,2214,0.3
OD0923,C008,P0780,22-03-2022,2354,0.3
OD0924,C009,P0781,02-12-2021,3452,0.4
OD0925,C010,P0782,22-11-2022,1452,0.4
OD0926,C011,P0783,11-10-2022,1246,0.4
OD0927,C012,P0784,23-01-2022,2345,0.4
OD0928,C013,P0785,28-08-2022,2235,0.4
OD0929,C014,P0786,02-01-2021,2234,0.4
OD0930,C015,P0787,14-01-2021,1452,0.45
OD0931,C016,P0788,28-09-2021,2356,0.45
OD0932,C017,P0789,30-01-2022,2245,0.45
OD0933,C018,P0790,11-03-2023,2235,0.47
OD0934,C019,P0790,05-03-2023,965,0.47
OD0935,C020,P0790,02-01-2021,1158,0.46
OD0936,C021,P0790,07-12-2021,264,0.46
OD0937,C022,P0790,01-09-2021,433,0.46
OD0938,C023,P0790,16-01-2023,562,0.3
OD0939,C024,P0791,09-08-2021,423,0.3
OD0940,C025,P0792,18-09-2021,621,0.3
OD0941,C026,P0793,02-03-2023,333,0.3
OD0942,C027,P0794,18-04-2022,236,0.3
OD0943,C028,P0795,23-01-2022,456,0.35
OD0944,C029,P0796,27-05-2022,963,0.35
OD0945,C030,P0797,26-01-2022,234,0.35
OD0946,C031,P0798,24-11-2021,456,0.35
OD0947,C032,P0799,13-10-2022,564,0.35
OD0948,C033,P0800,07-09-2021,634,0.35
OD0949,C034,P0801,30-09-2021,236,0.4
OD0950,C035,P0802,25-04-2021,444,0.4
OD0951,C036,P0803,24-02-2021,456,0.15
OD0952,C037,P0804,01-06-2021,963,0.15
OD0953,C038,P0805,07-09-2021,456,0.15
OD0954,C039,P0806,25-09-2022,1189,0.34
OD0955,C040,P0807,29-01-2023,1298,0.34
OD0956,C041,P0808,21-06-2022,1456,0.34
OD0957,C042,P0809,07-04-2021,1478,0.34
OD0958,C043,P0810,17-09-2021,256,0.34
OD0959,C044,P0811,06-04-2022,2698,0.34
OD0960,C045,P0812,15-07-2021,2364,0.44
OD0961,C046,P0813,04-01-2022,1236,0.44
OD0962,C047,P0814,12-01-2023,756,0.44
OD0963,C048,P0815,11-02-2022,326,0.44
OD0964,C049,P0816,13-12-2021,453,0.44
OD0965,C050,P0817,30-05-2021,326,0.1
OD0966,C051,P0818,13-09-2022,456,0.1
OD0967,C052,P0819,02-07-2021,675,0.1
OD0968,C053,P0820,11-09-2022,654,0.3
OD0969,C054,P0821,26-02-2021,654,0.3
OD0970,C055,P0822,14-08-2021,654,0.3
OD0971,C056,P0823,22-12-2022,654,0.25
OD0972,C057,P0824,19-08-2021,356,0.25
OD0973,C058,P0825,26-06-2021,686,0.3
OD0974,C059,P0826,11-10-2022,456,0.3
OD0975,C060,P0826,22-06-2022,516,0.3
OD0976,C061,P0826,08-05-2021,355,0.4
OD0977,C062,P0826,14-07-2022,465,0.4
OD0978,C063,P0827,16-12-2022,965,0.4
OD0979,C064,P0828,06-05-2022,1158,0.4
OD0980,C065,P0829,17-08-2022,264,0.4
OD0981,C066,P0830,28-08-2022,433,0.4
OD0982,C067,P0831,12-09-2022,562,0.45
OD0983,C068,P0832,10-04-2021,423,0.45
OD0984,C069,P0833,21-01-2022,621,0.45
OD0985,C070,P0834,24-01-2022,333,0.47
OD0986,C071,P0835,06-06-2021,236,0.47
OD0987,C072,P0836,25-01-2021,456,0.46
OD0988,C073,P0837,29-08-2022,963,0.46
OD0989,C074,P0838,17-01-2021,234,0.46
OD0990,C075,P0839,21-10-2021,456,0.3
OD0991,C076,P0840,21-04-2021,564,0.3
OD0992,C077,P0841,30-10-2021,634,0.3
OD0993,C078,P0842,05-12-2022,236,0.3
OD0994,C079,P0843,18-10-2021,444,0.3
OD0995,C080,P0844,06-03-2022,456,0.35
OD0996,C081,P0845,02-08-2021,963,0.35
OD0997,C082,P0846,15-01-2022,456,0.35
OD0998,C083,P0847,12-07-2022,1189,0.35
OD0999,C084,P0848,13-05-2021,1298,0.35
OD1000,C085,P0849,24-10-2021,1456,0.35
OD1001,C086,P0850,14-02-2023,1478,0.4
OD1002,C087,P0851,08-05-2021,256,0.4
OD1003,C088,P0852,07-03-2021,2698,0.15
OD1004,C089,P0853,23-03-2021,2364,0.15
OD1005,C090,P0854,24-07-2021,1236,0.15
OD1006,C091,P0855,03-09-2022,756,0.35
OD1007,C092,P0856,27-10-2021,326,0.35
OD1008,C093,P0857,05-01-2021,453,0.35
OD1009,C094,P0858,04-04-2021,326,0.35
OD1010,C095,P0859,18-03-2021,456,0.55
OD1011,C096,P0860,16-01-2022,675,0.55
OD1012,C097,P0861,26-12-2022,654,0.55
OD1013,C098,P0862,25-03-2023,654,0.55
OD1014,C099,P0863,07-12-2021,654,0.5
OD1015,C100,P0863,24-11-2022,654,0.5
OD1016,C001,P0863,10-01-2023,356,0.5
OD1017,C002,P0863,03-01-2022,686,0.5
OD1018,C003,P0863,20-08-2021,456,0.5
OD1019,C004,P0864,23-06-2021,516,0.3
OD1020,C005,P0865,20-10-2021,355,0.32
OD1021,C006,P0866,04-05-2021,465,0.25
OD1022,C007,P0867,03-11-2021,965,0.45
OD1023,C008,P0868,11-03-2021,1158,0.15
OD1024,C009,P0869,28-07-2021,264,0.33
OD1025,C010,P0870,21-03-2021,433,0.42
OD1026,C011,P0871,19-11-2021,562,0.42
OD1027,C012,P0872,30-10-2022,423,0.39
OD1028,C013,P0873,01-07-2022,621,0.39
OD1029,C014,P0874,29-11-2021,333,0.39
OD1030,C015,P0875,24-01-2021,236,0.39
OD1031,C016,P0876,12-11-2022,456,0.3
OD1032,C017,P0877,13-06-2021,963,0.3
OD1033,C018,P0878,06-12-2022,234,0.3
OD1034,C019,P0879,04-01-2021,456,0.25
OD1035,C020,P0880,09-03-2021,564,0.25
OD1036,C021,P0881,11-10-2022,634,0.3
OD1037,C022,P0882,13-03-2021,236,0.3
OD1038,C023,P0883,04-01-2023,444,0.3
OD1039,C024,P0884,06-08-2021,456,0.4
OD1040,C025,P0885,19-01-2023,963,0.4
OD1041,C026,P0886,18-07-2022,456,0.4
OD1042,C027,P0887,08-03-2021,1189,0.4
OD1043,C028,P0888,10-09-2021,1298,0.4
OD1044,C029,P0889,14-05-2021,1456,0.4
OD1045,C030,P0890,27-08-2022,1478,0.45
OD1046,C031,P0891,27-09-2022,256,0.45
OD1047,C032,P0892,08-01-2023,2698,0.45
OD1048,C033,P0893,11-08-2021,2364,0.47
OD1049,C034,P0894,30-05-2022,1236,0.47
OD1050,C035,P0895,05-08-2021,756,0.46
OD1051,C036,P0896,23-01-2022,326,0.46
OD1052,C037,P0897,16-10-2021,453,0.46
OD1053,C038,P0898,20-02-2021,326,0.3
OD1054,C039,P0899,08-02-2023,456,0.3
OD1055,C040,P0900,04-03-2021,456,0.3
OD1056,C041,P0901,05-05-2021,456,0.3
OD1057,C042,P0902,07-01-2022,456,0.3
OD1058,C043,P0903,23-11-2021,236,0.35
OD1059,C044,P0904,07-04-2022,996,0.35
OD1060,C045,P0905,02-01-2022,654,0.35
OD1061,C046,P0906,23-01-2021,456,0.35
OD1062,C047,P0907,26-01-2021,785,0.35
OD1063,C048,P0908,06-09-2021,365,0.35
OD1064,C049,P0909,08-05-2021,965,0.4
OD1065,C050,P0910,04-03-2022,444,0.4
OD1066,C051,P0911,04-02-2022,569,0.15
OD1067,C052,P0911,13-10-2022,475,0.15
OD1068,C053,P0911,21-10-2021,598,0.15
OD1069,C054,P0911,05-09-2022,536,0.3
OD1070,C055,P0911,25-04-2022,256,0.3
OD1071,C056,P0911,04-11-2022,456,0.3
OD1072,C057,P0911,16-01-2023,456,0.25
OD1073,C058,P0912,09-01-2021,745,0.25
OD1074,C059,P0913,27-11-2022,356,0.3
OD1075,C060,P0914,27-11-2021,1189,0.3
OD1076,C061,P0915,23-08-2021,426,0.3
OD1077,C062,P0916,27-02-2021,1126,0.4
OD1078,C063,P0917,13-09-2022,1145,0.4
OD1079,C064,P0918,08-12-2022,1235,0.4
OD1080,C065,P0919,09-09-2022,1564,0.4
OD1081,C066,P0920,13-04-2021,654,0.4
OD1082,C067,P0921,03-03-2022,854,0.4
OD1083,C068,P0922,17-11-2022,475,0.45
OD1084,C069,P0923,21-07-2022,349,0.45
OD1085,C070,P0924,30-11-2021,350,0.45
OD1086,C071,P0925,21-05-2022,351,0.47
OD1087,C072,P0926,19-01-2022,352,0.47
OD1088,C073,P0927,30-10-2022,353,0.46
OD1089,C074,P0928,07-06-2021,354,0.46
OD1090,C075,P0929,15-02-2023,355,0.46
OD1091,C076,P0930,08-09-2022,356,0.3
OD1092,C077,P0931,16-10-2022,999,0.3
OD1093,C078,P0932,27-08-2021,555,0.3
OD1094,C079,P0933,27-03-2022,555,0.3
OD1095,C080,P0934,27-07-2022,555,0.3
OD1096,C081,P0935,08-02-2022,555,0.35
OD1097,C082,P0936,23-08-2021,1025,0.35
OD1098,C083,P0936,06-06-2021,1025,0.35
OD1099,C084,P0936,22-03-2021,1025,0.35
OD1100,C085,P0936,05-04-2022,555,0.35
OD1101,C086,P0936,24-10-2021,599,0.35
OD1102,C087,P0937,12-05-2022,555,0.4
OD1103,C088,P0938,26-05-2021,555,0.4
OD1104,C089,P0939,17-09-2021,565,0.15
