Product ID,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings
P0433,Men,Topwear,Jackets,H&M,42,Teal,4
P0434,Men,Topwear,Jackets,H&M,46,Teal,4
P0435,Men,Topwear,Jackets,H&M,46,Teal,5
P0436,Men,Topwear,Jackets,H&M,46,Teal,5
P0437,Men,Topwear,Jackets,H&M,44,Sea Green,3
P0438,Men,Topwear,Jackets,H&M,44,Red ,5
P0439,Men,Topwear,Jackets,H&M,44,Blue,5
P0440,Men,Topwear,Jackets,H&M,36,Orange,4
P0441,Men,Topwear,Jackets,H&M,36,Green,3
P0442,Men,Topwear,Jackets,H&M,36,Purple,3
P0443,Men,Topwear,Jackets,Puma,36,White,3
P0444,Men,Topwear,Jackets,Puma,38,Off white,3
P0445,Men,Topwear,Jackets,Puma,38,Sea Green,4
P0446,Men,Topwear,Jackets,Puma,38,Green,4
P0447,Men,Topwear,Jackets,Puma,38,Peach,4
P0448,Men,Topwear,Jackets,Puma,40,Lavender,4
P0449,Men,Topwear,Jackets,Puma,40,Charcoal,4
P0450,Men,Topwear,Jackets,Puma,40,Beige,4
P0451,Men,Topwear,Jackets,Puma,42,Cream,4
P0452,Men,Topwear,Jackets,Puma,42,Off white,4
P0453,Men,Topwear,Jackets,Puma,42,Brown,4
P0454,Men,Topwear,Jackets,Puma,42,Mustard,4
P0455,Men,Topwear,Jackets,Puma,42,Burgundy,5
P0456,Men,Topwear,Jackets,Puma,42,Lavender,5
P0457,Men,Topwear,Jackets,Puma,44,Teal,5
P0458,Men,Topwear,Jackets,Puma,44,Rust,5
P0459,Men,Topwear,Jackets,Puma,44,Gold,4
P0460,Men,Topwear,Jackets,Puma,44,Blue,5
P0461,Men,Topwear,Jackets,Puma,44,White,3
P0462,Men,Topwear,Jackets,Puma,46,Navy Blue,2
P0463,Men,Topwear,Jackets,Puma,46,Pink,5
P0464,Men,Bottomwear,Jeans,Levis,32,Black,4
P0465,Men,Bottomwear,Jeans,Levis,32,Black,3
P0466,Men,Bottomwear,Jeans,Levis,30,Black,5
P0467,Men,Bottomwear,Jeans,Levis,30,Black,4
P0468,Men,Bottomwear,Jeans,Levis,30,Grey,2
P0469,Men,Bottomwear,Jeans,Levis,30,Grey,5
P0470,Men,Bottomwear,Jeans,Levis,30,Grey,5
P0471,Men,Bottomwear,Jeans,Levis,30,Blue,4
P0472,Men,Bottomwear,Jeans,Levis,30,Blue,4
P0473,Men,Bottomwear,Jeans,Levis,30,Blue,4
P0474,Men,Bottomwear,Jeans,Levis,32,Navy Blue,3
P0475,Men,Bottomwear,Jeans,Levis,32,Navy Blue,5
P0476,Men,Bottomwear,Jeans,Levis,32,Navy Blue,4
P0477,Men,Bottomwear,Jeans,Levis,32,Navy Blue,2
P0478,Men,Bottomwear,Jeans,Levis,32,Grey,5
P0479,Men,Bottomwear,Jeans,Levis,32,Grey,5
P0480,Men,Bottomwear,Jeans,Levis,32,Grey,5
P0481,Men,Bottomwear,Jeans,Levis,32,Grey,4
P0482,Men,Bottomwear,Jeans,Levis,34,Charcoal,4
P0483,Men,Bottomwear,Jeans,Levis,34,Charcoal,4
P0484,Men,Bottomwear,Jeans,Levis,34,Charcoal,5
P0485,Men,Bottomwear,Jeans,H&M,34,Charcoal,5
P0486,Men,Bottomwear,Jeans,H&M,34,Charcoal,3
P0487,Men,Bottomwear,Jeans,H&M,36,Charcoal,5
P0488,Men,Bottomwear,Jeans,H&M,36,Off white,5
P0489,Men,Bottomwear,Jeans,H&M,36,Off white,4
P0490,Men,Bottomwear,Jeans,H&M,36,Beige,3
P0491,Men,Bottomwear,Jeans,H&M,36,Beige,5
P0492,Men,Bottomwear,Jeans,H&M,36,Beige,4
P0493,Men,Bottomwear,Jeans,H&M,36,Khaki,3
P0494,Men,Bottomwear,Jeans,H&M,36,Khaki,5
P0495,Men,Bottomwear,Jeans,H&M,36,Khaki,5
P0496,Men,Bottomwear,Jeans,H&M,36,Khaki,4
P0497,Men,Bottomwear,Jeans,H&M,36,Cream,2
P0498,Men,Bottomwear,Jeans,H&M,32,Cream,3
P0499,Men,Bottomwear,Jeans,H&M,32,Cream,4
P0500,Men,Bottomwear,Jeans,H&M,32,Cream,5
P0501,Men,Bottomwear,Jeans,H&M,32,Rust,4
P0502,Men,Bottomwear,Jeans,H&M,34,Rust,4
P0503,Men,Bottomwear,Jeans,H&M,34,Rust,4
P0504,Men,Bottomwear,Jeans,H&M,34,Black,3
P0505,Men,Bottomwear,Jeans,H&M,34,Black,2
P0506,Men,Bottomwear,Jeans,H&M,34,Black,5
P0507,Men,Bottomwear,Jeans,H&M,34,Black,4
P0508,Men,Bottomwear,Jeans,H&M,34,Off white,2
P0509,Men,Bottomwear,Jeans,H&M,34,Off white,5
P0510,Men,Bottomwear,Jeans,H&M,36,Off white,5
P0511,Men,Bottomwear,Jeans,H&M,36,White,4
P0512,Men,Bottomwear,Jeans,H&M,36,White,4
P0513,Men,Bottomwear,Jeans,H&M,36,Cream,4
P0514,Men,Bottomwear,Jeans,H&M,36,Cream,3
P0515,Men,Bottomwear,Jeans,H&M,36,Teal,5
P0516,Men,Bottomwear,Jeans,Roadster,36,Teal,4
P0517,Men,Bottomwear,Jeans,Roadster,36,Rust,2
P0518,Men,Bottomwear,Jeans,Roadster,36,Rust,5
P0519,Men,Bottomwear,Jeans,Roadster,36,Rust,5
P0520,Men,Bottomwear,Jeans,Roadster,36,Black,5
P0521,Men,Bottomwear,Jeans,Roadster,36,Black,4
P0522,Men,Bottomwear,Jeans,Roadster,36,Black,4
P0523,Men,Bottomwear,Jeans,Roadster,36,Black,4
P0524,Men,Bottomwear,Jeans,Roadster,36,Grey,5
P0525,Men,Bottomwear,Jeans,Roadster,36,Grey,5
P0526,Men,Bottomwear,Jeans,Roadster,36,Grey,3
P0527,Men,Bottomwear,Jeans,Roadster,32,Blue,5
P0528,Men,Bottomwear,Jeans,Roadster,32,Blue,5
P0529,Men,Bottomwear,Jeans,Roadster,32,Blue,4
P0530,Men,Bottomwear,Jeans,Roadster,32,Navy Blue,3
P0531,Men,Bottomwear,Jeans,Roadster,32,Navy Blue,3
P0532,Men,Bottomwear,Jeans,Roadster,32,Navy Blue,3
P0533,Men,Bottomwear,Jeans,Roadster,32,Navy Blue,5
P0534,Men,Bottomwear,Jeans,Roadster,32,Grey,4
P0535,Men,Bottomwear,Jeans,Roadster,32,Grey,4
P0536,Men,Bottomwear,Jeans,Roadster,32,Grey,5
P0537,Men,Bottomwear,Jeans,Roadster,32,Grey,4
P0538,Men,Bottomwear,Jeans,Roadster,30,Charcoal,3
P0539,Men,Bottomwear,Jeans,Roadster,30,Charcoal,2
P0540,Men,Bottomwear,Jeans,Roadster,30,Charcoal,4
P0541,Men,Bottomwear,Jeans,Roadster,30,Charcoal,5
P0542,Men,Bottomwear,Jeans,Louis Philippe,30,Charcoal,4
P0543,Men,Bottomwear,Jeans,Louis Philippe,30,Charcoal,4
P0544,Men,Bottomwear,Jeans,Louis Philippe,30,Off white,4
P0545,Men,Bottomwear,Jeans,Louis Philippe,30,Off white,4
P0546,Men,Bottomwear,Jeans,Louis Philippe,30,Beige,5
P0547,Men,Bottomwear,Jeans,Louis Philippe,30,Beige,5
P0548,Men,Bottomwear,Jeans,Louis Philippe,30,Beige,5
P0549,Men,Bottomwear,Jeans,Louis Philippe,34,Khaki,5
P0550,Men,Bottomwear,Jeans,Louis Philippe,34,Khaki,5
P0551,Men,Bottomwear,Jeans,Louis Philippe,34,Khaki,5
P0552,Men,Bottomwear,Jeans,Louis Philippe,34,Khaki,2
P0553,Men,Bottomwear,Jeans,Louis Philippe,34,Cream,2
P0554,Men,Bottomwear,Jeans,Louis Philippe,34,Cream,2
P0555,Men,Bottomwear,Jeans,Louis Philippe,36,Cream,2
P0556,Men,Bottomwear,Jeans,Louis Philippe,36,Cream,2
P0557,Men,Bottomwear,Jeans,Wrogn,36,Rust,2
P0558,Men,Bottomwear,Jeans,Wrogn,36,Rust,2
P0559,Men,Bottomwear,Jeans,Wrogn,36,Rust,2
P0560,Men,Bottomwear,Jeans,Wrogn,36,Black,2
P0561,Men,Bottomwear,Jeans,Wrogn,36,Black,2
P0562,Men,Bottomwear,Jeans,Wrogn,36,Black,2
P0563,Men,Bottomwear,Jeans,Wrogn,36,Black,2
P0564,Men,Bottomwear,Jeans,Wrogn,36,Off white,5
P0565,Men,Bottomwear,Jeans,Wrogn,36,Off white,5
P0566,Men,Bottomwear,Jeans,Wrogn,36,Off white,5
P0567,Men,Bottomwear,Jeans,Wrogn,36,White,5
P0568,Men,Bottomwear,Jeans,Wrogn,36,White,5
P0569,Men,Bottomwear,Jeans,Wrogn,36,Cream,5
P0570,Men,Bottomwear,Jeans,Wrogn,34,Cream,5
P0571,Men,Bottomwear,Jeans,Wrogn,34,Teal,4
P0572,Men,Bottomwear,Jeans,Wrogn,34,Teal,4
P0573,Men,Bottomwear,Jeans,Wrogn,32,Rust,5
P0574,Men,Bottomwear,Jeans,Wrogn,32,Rust,3
P0575,Men,Bottomwear,Jeans,Wrogn,32,Rust,2
P0576,Men,Bottomwear,Jeans,Wrogn,34,Blue,5
P0577,Men,Bottomwear,Jeans,Wrogn,34,Blue,4
P0578,Men,Bottomwear,Trouser,Louis Philippe,34,Blue,3
P0579,Men,Bottomwear,Trouser,Louis Philippe,34,Blue,5
P0580,Men,Bottomwear,Trouser,Louis Philippe,34,Blue,4
P0581,Men,Bottomwear,Trouser,Louis Philippe,34,Teal,2
P0582,Men,Bottomwear,Trouser,Louis Philippe,34,Teal,5
P0583,Men,Bottomwear,Trouser,Louis Philippe,34,Sea Green,5
P0584,Men,Bottomwear,Trouser,Louis Philippe,34,Red ,4
P0585,Men,Bottomwear,Trouser,Louis Philippe,38,Blue,4
P0586,Men,Bottomwear,Trouser,Louis Philippe,38,Orange,4
P0587,Men,Bottomwear,Trouser,Louis Philippe,38,Green,3
P0588,Men,Bottomwear,Trouser,Louis Philippe,38,Purple,5
P0589,Men,Bottomwear,Trouser,Louis Philippe,38,White,4
P0590,Men,Bottomwear,Trouser,Louis Philippe,38,Off white,2
P0591,Men,Bottomwear,Trouser,Louis Philippe,36,Sea Green,5
P0592,Men,Bottomwear,Trouser,Louis Philippe,36,Green,5
P0593,Men,Bottomwear,Trouser,Louis Philippe,36,Peach,5
P0594,Men,Bottomwear,Trouser,Van Heusen,36,Lavender,4
P0595,Men,Bottomwear,Trouser,Van Heusen,36,Charcoal,4
P0596,Men,Bottomwear,Trouser,Van Heusen,36,Beige,4
P0597,Men,Bottomwear,Trouser,Van Heusen,36,Cream,5
P0598,Men,Bottomwear,Trouser,Van Heusen,32,Off white,5
P0599,Men,Bottomwear,Trouser,Van Heusen,32,Brown,3
P0600,Men,Bottomwear,Trouser,Van Heusen,32,Mustard,5
P0601,Men,Bottomwear,Trouser,Van Heusen,32,Burgundy,5
P0602,Men,Bottomwear,Trouser,Van Heusen,32,Lavender,4
P0603,Men,Bottomwear,Trouser,Van Heusen,32,Teal,3
P0604,Men,Bottomwear,Trouser,Van Heusen,32,Rust,5
P0605,Men,Bottomwear,Trouser,Van Heusen,32,Gold,4
P0606,Men,Bottomwear,Trouser,Van Heusen,30,Blue,3
P0607,Men,Bottomwear,Trouser,Van Heusen,30,White,5
P0608,Men,Bottomwear,Trouser,Van Heusen,30,Navy Blue,5
P0609,Men,Bottomwear,Trouser,Van Heusen,30,Pink,4
P0610,Men,Bottomwear,Trouser,Van Heusen,30,Black,2
P0611,Men,Bottomwear,Trouser,Van Heusen,30,Black,3
P0612,Men,Bottomwear,Trouser,Van Heusen,30,Teal,4
P0613,Men,Bottomwear,Trouser,Van Heusen,30,Teal,5
P0614,Men,Bottomwear,Trouser,Van Heusen,32,Sea Green,4
P0615,Men,Bottomwear,Trouser,Raymond,32,Red ,4
P0616,Men,Bottomwear,Trouser,Raymond,32,Blue,4
P0617,Men,Bottomwear,Trouser,Raymond,32,Orange,3
P0618,Men,Bottomwear,Trouser,Raymond,32,Green,2
P0619,Men,Bottomwear,Trouser,Raymond,32,Purple,5
P0620,Men,Bottomwear,Trouser,Raymond,32,White,4
P0621,Men,Bottomwear,Trouser,Raymond,32,Off white,2
P0622,Men,Bottomwear,Trouser,Raymond,34,Sea Green,5
P0623,Men,Bottomwear,Trouser,Raymond,34,Green,5
P0624,Men,Bottomwear,Trouser,Raymond,34,Peach,4
P0625,Men,Bottomwear,Trouser,Raymond,34,Lavender,4
P0626,Men,Bottomwear,Trouser,Raymond,34,Charcoal,4
P0627,Men,Bottomwear,Trouser,Raymond,36,Beige,3
P0628,Men,Bottomwear,Trouser,Raymond,36,Cream,5
P0629,Men,Bottomwear,Trouser,Raymond,36,Off white,4
P0630,Men,Bottomwear,Trouser,Raymond,36,Brown,2
P0631,Men,Bottomwear,Trouser,Raymond,36,Mustard,5
P0632,Men,Bottomwear,Trouser,Raymond,36,Burgundy,5
P0633,Men,Bottomwear,Trouser,Raymond,36,Lavender,5
P0634,Men,Bottomwear,Trouser,Raymond,36,Teal,4
P0635,Men,Bottomwear,Trouser,Raymond,36,Rust,4
P0636,Men,Bottomwear,Trouser,Cantabil,36,Gold,4
P0637,Men,Bottomwear,Trouser,Cantabil,36,Blue,5
P0638,Men,Bottomwear,Trouser,Cantabil,32,White,5
P0639,Men,Bottomwear,Trouser,Cantabil,32,Navy Blue,3
P0640,Men,Bottomwear,Trouser,Cantabil,32,Pink,5
P0641,Men,Bottomwear,Trouser,Cantabil,32,Black,5
P0642,Men,Bottomwear,Trouser,Cantabil,34,Black,4
P0643,Men,Bottomwear,Trouser,Cantabil,34,Black,3
P0644,Men,Bottomwear,Trouser,Cantabil,34,Black,5
P0645,Men,Bottomwear,Trouser,Cantabil,34,Black,4
P0646,Men,Bottomwear,Trouser,Cantabil,34,Black,3
P0647,Men,Bottomwear,Trouser,Cantabil,34,Black,2
P0648,Men,Bottomwear,Trouser,Allen Solly,34,Sea Green,4
P0649,Men,Bottomwear,Trouser,Allen Solly,34,Sea Green,4
P0650,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,4
P0651,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,5
P0652,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,3
P0653,Men,Bottomwear,Trouser,Allen Solly,36,Pink,4
P0654,Men,Bottomwear,Shorts,Puma,36,Pink,4
P0655,Men,Bottomwear,Shorts,Puma,36,Pink,4
P0656,Men,Bottomwear,Shorts,Puma,36,Pink,5
P0657,Men,Bottomwear,Shorts,Puma,36,Pink,3
P0658,Men,Bottomwear,Shorts,Puma,36,Orange,4
P0659,Men,Bottomwear,Shorts,Puma,36,Orange,4
P0660,Men,Bottomwear,Shorts,Puma,36,Orange,5
P0661,Men,Bottomwear,Shorts,Puma,36,Orange,5
P0662,Men,Bottomwear,Shorts,Puma,36,Orange,5
P0663,Men,Bottomwear,Shorts,Puma,36,Brown,3
P0664,Men,Bottomwear,Shorts,Puma,36,Brown,4
P0665,Men,Bottomwear,Shorts,Puma,36,Brown,4
P0666,Men,Bottomwear,Shorts,Puma,36,Brown,4
P0667,Men,Bottomwear,Shorts,Puma,32,Brown,4
P0668,Men,Bottomwear,Shorts,Puma,32,Brown,4
P0669,Men,Bottomwear,Shorts,Puma,32,Brown,5
P0670,Men,Bottomwear,Shorts,Puma,32,White,3
P0671,Men,Bottomwear,Shorts,Puma,32,White,3
P0672,Men,Bottomwear,Shorts,Puma,32,White,4
P0673,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,White,4
P0674,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,White,4
P0675,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,3
P0676,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,3
P0677,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,5
P0678,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Off white,4
P0679,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5
P0680,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5
P0681,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5
P0682,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,4
P0683,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,4
P0684,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4
P0685,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4
P0686,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4
P0687,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Navy Blue,4
P0688,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Navy Blue,3
P0689,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,2
P0690,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,3
P0691,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,3
P0692,Men,Bottomwear,Shorts,Jockey,34,Navy Blue,5
P0693,Men,Bottomwear,Shorts,Jockey,34,Blue,4
P0694,Men,Bottomwear,Shorts,Jockey,34,Blue,3
P0695,Men,Bottomwear,Shorts,Jockey,36,Blue,3
P0696,Men,Bottomwear,Shorts,Jockey,36,Blue,5
P0697,Men,Bottomwear,Shorts,Jockey,36,Blue,4
P0698,Men,Bottomwear,Shorts,Jockey,36,White,3
P0699,Men,Bottomwear,Shorts,Jockey,36,White,5
P0700,Men,Bottomwear,Shorts,Jockey,36,White,4
P0701,Men,Bottomwear,Shorts,H&M,36,White,4
P0702,Men,Bottomwear,Shorts,H&M,36,White,5
P0703,Men,Bottomwear,Shorts,H&M,36,Charcoal,3
P0704,Men,Bottomwear,Shorts,H&M,36,Charcoal,2
P0705,Men,Bottomwear,Shorts,H&M,36,Charcoal,5
P0706,Men,Bottomwear,Shorts,H&M,36,Charcoal,4
P0707,Men,Bottomwear,Shorts,H&M,36,Charcoal,3
P0708,Men,Bottomwear,Shorts,H&M,36,khaki,5
P0709,Men,Bottomwear,Shorts,H&M,36,khaki,4
P0710,Men,Bottomwear,Shorts,H&M,34,khaki,2
P0711,Men,Bottomwear,Shorts,H&M,34,Sea Green,5
P0712,Men,Bottomwear,Shorts,H&M,34,Sea Green,5
P0713,Men,Bottomwear,Shorts,H&M,32,Sea Green,4
P0714,Men,Bottomwear,Shorts,H&M,32,Yellow,4
P0715,Men,Bottomwear,Shorts,H&M,32,Yellow,4
P0716,Men,Bottomwear,Shorts,Adidas,34,Yellow,3
P0717,Men,Bottomwear,Shorts,Adidas,34,Yellow,5
P0718,Men,Bottomwear,Shorts,Adidas,34,Yellow,4
P0719,Men,Bottomwear,Shorts,Adidas,34,Grey,2
P0720,Men,Bottomwear,Shorts,Adidas,34,Grey,5
P0721,Men,Bottomwear,Shorts,Adidas,34,Grey,5
P0722,Men,Bottomwear,Shorts,Adidas,34,Grey,5
P0723,Men,Bottomwear,Shorts,Adidas,34,Purple,4
P0724,Men,Bottomwear,Shorts,Adidas,34,Purple,4
P0725,Men,Bottomwear,Shorts,Adidas,38,Purple,4
P0726,Men,Bottomwear,Shorts,Adidas,38,Purple,5
P0727,Men,Bottomwear,Shorts,Adidas,38,Purple,5
P0728,Men,Bottomwear,Shorts,Adidas,38,Teal,3
P0729,Men,Bottomwear,Shorts,Adidas,38,Teal,5
P0730,Men,Bottomwear,Shorts,Adidas,38,Teal,5
P0731,Men,Bottomwear,Shorts,Adidas,36,Red,4
P0732,Men,Bottomwear,Shorts,Adidas,36,Red,3
P0733,Men,Bottomwear,Shorts,Adidas,36,Red,5
P0734,Men,Bottomwear,Shorts,Adidas,36,Mustard,4
P0735,Men,Bottomwear,Shorts,Nike,36,Mustard,3
P0736,Men,Bottomwear,Shorts,Nike,36,Mustard,5
P0737,Men,Bottomwear,Shorts,Nike,36,Mustard,5
P0738,Men,Bottomwear,Shorts,Nike,32,Mustard,4
P0739,Men,Bottomwear,Shorts,Nike,32,Teal,2
P0740,Men,Bottomwear,Shorts,Nike,32,Teal,3
P0741,Men,Bottomwear,Shorts,Nike,32,Teal,4
P0742,Men,Bottomwear,Shorts,Nike,32,Teal,5
P0743,Men,Bottomwear,Shorts,Nike,32,Blue,4
P0744,Men,Bottomwear,Shorts,Nike,32,Blue,4
P0745,Men,Bottomwear,Shorts,Nike,32,Blue,4
P0746,Men,Bottomwear,Shorts,Nike,32,Blue,3
P0747,Men,Bottomwear,Shorts,Nike,32,Black,2
P0748,Men,Bottomwear,Shorts,Nike,32,Blue,5
P0749,Men,Bottomwear,Shorts,Nike,32,White,4
P0750,Men,Bottomwear,Shorts,Nike,34,Green,2
P0751,Men,Bottomwear,Shorts,Nike,34,Olive,5
P0752,Men,Bottomwear,Shorts,Nike,34,Pink,5
P0753,Men,Bottomwear,Shorts,Puma,34,Orange,4
P0754,Men,Bottomwear,Shorts,Puma,34,Beige,4
P0755,Men,Bottomwear,Shorts,Puma,34,Off white,4
P0756,Men,Bottomwear,Shorts,Puma,34,Purple,3
P0757,Men,Bottomwear,Shorts,Puma,36,Peach,5
P0758,Men,Bottomwear,Shorts,Puma,36,Sea Green,4
P0759,Men,Bottomwear,Shorts,Puma,36,Lavender,2
P0760,Men,Bottomwear,Shorts,Puma,36,Black,5
P0761,Men,Bottomwear,Shorts,Puma,36,Blue,5
P0762,Men,Bottomwear,Shorts,Puma,36,White,5
P0763,Men,Bottomwear,Shorts,Puma,36,Green,4
P0764,Men,Bottomwear,Shorts,Puma,36,Black,4
P0765,Men,Bottomwear,Shorts,Puma,36,Black,4
P0766,Men,Bottomwear,Shorts,Puma,36,Orange,5
P0767,Men,Bottomwear,Shorts,Puma,36,Beige,5
P0768,Men,Bottomwear,Shorts,Puma,36,Off white,3
P0769,Men,Bottomwear,Shorts,Puma,38,Purple,5
P0770,Men,Bottomwear,Shorts,Puma,38,Peach,5
P0771,Men,Bottomwear,Shorts,Puma,38,Sea Green,4
P0772,Men,Bottomwear,Shorts,Puma,38,Lavender,3
P0773,Men,Bottomwear,Pants,Puma,38,Black,4
P0774,Men,Bottomwear,Pants,Puma,38,Blue,5
P0775,Men,Bottomwear,Pants,Puma,38,White,3
P0776,Men,Bottomwear,Pants,Puma,38,Green,2
P0777,Men,Bottomwear,Pants,Puma,38,Olive,5
P0778,Men,Bottomwear,Pants,Puma,38,Pink,4
P0779,Men,Bottomwear,Pants,Puma,32,Orange,3
P0780,Men,Bottomwear,Pants,Puma,32,Beige,5
P0781,Men,Bottomwear,Pants,Puma,32,Off white,4
P0782,Men,Bottomwear,Pants,Puma,32,Purple,2
P0783,Men,Bottomwear,Pants,Puma,32,Peach,5
P0784,Men,Bottomwear,Pants,Puma,32,Sea Green,5
P0785,Men,Bottomwear,Pants,Puma,32,Lavender,4
P0786,Men,Bottomwear,Pants,Puma,32,Lavender,4
P0787,Men,Bottomwear,Pants,Puma,32,Lavender,4
P0788,Men,Bottomwear,Pants,Puma,32,Lavender,3
P0789,Men,Bottomwear,Pants,Puma,30,Lavender,5
P0790,Men,Bottomwear,Pants,Puma,30,Lavender,4
P0791,Men,Bottomwear,Pants,Puma,30,Black,2
P0792,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
P0793,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,5
P0794,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,5
P0795,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Beige,4
P0796,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,4
P0797,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Blue,4
P0798,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
P0799,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,30,Black,5
P0800,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,3
P0801,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,5
P0802,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,5
P0803,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,4
P0804,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,3
P0805,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Brown,5
P0806,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Purple,4
P0807,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Purple,3
P0808,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,36,Black,5
P0809,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Black,5
P0810,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Brown,4
P0811,Men,Bottomwear,Pants,HRX by Hrithik Roshan ,32,Brown,2
P0812,Men,Bottomwear,Pants,Adidas,32,Brown,3
P0813,Men,Bottomwear,Pants,Adidas,32,Brown,4
P0814,Men,Bottomwear,Pants,Adidas,32,Beige,5
P0815,Men,Bottomwear,Pants,Adidas,32,Beige,4
P0816,Men,Bottomwear,Pants,Adidas,34,Pink,4
P0817,Men,Bottomwear,Pants,Adidas,34,Pink,4
P0818,Men,Bottomwear,Pants,Adidas,34,Pink,3
P0819,Men,Bottomwear,Pants,Adidas,34,Orange,2
P0820,Men,Bottomwear,Pants,Adidas,34,Orange,5
P0821,Men,Bottomwear,Pants,Adidas,34,Orange,4
P0822,Men,Bottomwear,Pants,Adidas,34,Yellow,2
P0823,Men,Bottomwear,Pants,Adidas,34,Yellow,5
P0824,Men,Bottomwear,Pants,Adidas,38,Yellow,5
P0825,Men,Bottomwear,Pants,Adidas,38,Cream,4
P0826,Men,Bottomwear,Pants,Adidas,38,Cream,4
P0827,Men,Bottomwear,Pants,Adidas,38,Cream,4
P0828,Men,Bottomwear,Pants,Adidas,38,Cream,3
P0829,Men,Bottomwear,Pants,Adidas,38,Green,5
P0830,Men,Bottomwear,Pants,Adidas,38,Green,4
P0831,Men,Bottomwear,Pants,Jockey,38,Green,2
P0832,Men,Bottomwear,Pants,Jockey,38,Teal,5
P0833,Men,Bottomwear,Pants,Jockey,38,Teal,5
P0834,Men,Bottomwear,Pants,Jockey,38,Teal,5
P0835,Men,Bottomwear,Pants,Jockey,38,Teal,4
P0836,Men,Bottomwear,Pants,Jockey,38,Teal,4
P0837,Men,Bottomwear,Pants,Jockey,38,Sea Green,4
P0838,Men,Bottomwear,Pants,Jockey,36,Red ,5
P0839,Men,Bottomwear,Pants,Jockey,36,Blue,5
P0840,Men,Bottomwear,Pants,Jockey,36,Orange,3
P0841,Men,Footwear,Casual Shoes,Puma,6  UK,Green,5
P0842,Men,Footwear,Casual Shoes,Puma,7  UK,Purple,5
P0843,Men,Footwear,Casual Shoes,Puma,8  UK,White,4
P0844,Men,Footwear,Casual Shoes,Puma,9  UK,Off white,3
P0845,Men,Footwear,Casual Shoes,Puma,10  UK,Off white,3
P0846,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
P0847,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
P0848,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,4
P0849,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,2
P0850,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,3
P0851,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,4
P0852,Men,Footwear,Casual Shoes,Puma,11  UK,Off white,5
P0853,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
P0854,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
P0855,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,4
P0856,Men,Footwear,Casual Shoes,Puma,10 UK,Brown,3
